strain	species	species_match	contig_count	N50	largest_contig	total_size	ambiguous_bases	QC_warnings	ST	Antibiotic	Resistance.phenotype	Measurement.sign	Measurement	Measurement.units	Laboratory.Typing.Method	Testing.standard	Testing.standard.year.or.version	Laboratory.Typing.Platform	Vendor	Laboratory.Typing.Method.Version.or.Reagent	index	Greater	Measurement.Round	Flq_mutations
SRR5386501	Klebsiella pneumoniae	strong	112	232254	667039	5399652	no	-	ST551	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386504	Klebsiella pneumoniae	strong	168	194221	457730	5331457	no	-	ST1962	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386520	Klebsiella pneumoniae	strong	132	187051	297860	5487474	no	-	ST280	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386526	Klebsiella pneumoniae	strong	98	167158	397529	5481104	no	-	ST280	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386534	Klebsiella pneumoniae	strong	117	214692	410028	5395265	no	-	ST551	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	2	2	-
SRR5386557	Klebsiella pneumoniae	strong	85	273980	725113	5339255	no	-	ST35	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	1	1	-
SRR5386562	Klebsiella pneumoniae	strong	82	251771	568570	5571987	no	-	ST36	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386572	Klebsiella pneumoniae	strong	136	226133	502159	5428702	no	-	ST1427	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	1	1	-
SRR5386574	Klebsiella pneumoniae	strong	117	287899	692802	5494222	no	-	ST280	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386595	Klebsiella pneumoniae	strong	129	229041	472548	5491205	no	-	ST280	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386602	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	133	227400	451055	5846276	no	-	ST2352-2LV	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	2	2	-
SRR5386621	Klebsiella pneumoniae	strong	136	228684	563584	5626121	no	-	ST405	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386623	Klebsiella variicola subsp. variicola	strong	197	217338	437960	5818764	no	-	ST3526	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	2	2	-
SRR5386634	Klebsiella pneumoniae	strong	135	195472	325467	5483590	no	-	ST280	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386635	Klebsiella pneumoniae	strong	93	280892	530353	5437815	no	-	ST29	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386642	Klebsiella quasipneumoniae subsp. quasipneumoniae	strong	124	310000	581933	5604561	no	-	ST2351	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386647	Klebsiella pneumoniae	strong	114	172910	579287	5401175	no	-	ST551	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386649	Klebsiella pneumoniae	strong	130	175550	378446	5298884	no	-	ST560-1LV	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386664	Klebsiella pneumoniae	strong	149	194773	415511	5471084	no	-	ST20	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	2	2	-
SRR5386665	Klebsiella pneumoniae	strong	47	270824	711408	5177547	no	-	ST1412	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	2	2	-
SRR5386681	Klebsiella pneumoniae	strong	82	178891	310078	5454926	no	-	ST25	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386694	Klebsiella pneumoniae	strong	146	158559	374495	5481269	no	-	ST280	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386699	Klebsiella pneumoniae	strong	45	287701	503613	5192803	no	-	ST1412	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	2	2	-
SRR5386708	Klebsiella pneumoniae	strong	136	185271	489915	5603133	no	-	ST412	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	1	1	-
SRR5386739	Klebsiella pneumoniae	strong	77	169644	406721	5435266	no	-	ST280	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386742	Klebsiella pneumoniae	strong	44	450445	656794	5222581	no	-	ST1412	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	2	2	-
SRR5386750	Klebsiella pneumoniae	strong	136	194642	402967	5471964	no	-	ST280	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386751	Klebsiella pneumoniae	strong	142	194055	383067	5484736	no	-	ST280	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386754	Klebsiella pneumoniae	strong	149	168523	487773	5425321	no	-	ST14	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	1	1	-
SRR5386758	Klebsiella pneumoniae	strong	162	170119	322629	5373752	no	-	ST39	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	1	1	-
SRR5386766	Klebsiella pneumoniae	strong	82	186742	410655	5536313	no	-	ST134	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	2	2	-
SRR5386768	Klebsiella pneumoniae	strong	133	194616	309111	5473434	no	-	ST280	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386775	Klebsiella pneumoniae	strong	260	194163	487645	5464789	no	-	ST323	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386776	Klebsiella pneumoniae	strong	199	126377	324486	5765820	no	-	ST5340	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386792	Klebsiella pneumoniae	strong	108	360334	1335371	5494578	no	-	ST788	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386795	Klebsiella pneumoniae	strong	71	301431	864881	5345543	no	-	ST1017	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	2	2	-
SRR5386796	Klebsiella pneumoniae	strong	100	232023	579369	5396068	no	-	ST551	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386812	Klebsiella pneumoniae	strong	86	335678	618969	5449321	no	-	ST198-1LV	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386814	Klebsiella pneumoniae	strong	77	291615	930638	5497215	no	-	ST280	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386815	Klebsiella pneumoniae	strong	117	201773	466930	5486350	no	-	ST280	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386820	Klebsiella pneumoniae	strong	108	421152	789679	5485131	no	-	ST3811	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386823	Klebsiella pneumoniae	strong	100	214358	456756	5353853	no	-	ST111	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386827	Klebsiella pneumoniae	strong	115	100639	240171	5250412	no	-	ST111	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386829	Klebsiella pneumoniae	strong	67	152471	409175	5462635	no	-	ST3811	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386831	Klebsiella pneumoniae	strong	114	279489	646262	5649892	no	-	ST3691	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386834	Klebsiella pneumoniae	strong	108	214469	669072	5393242	no	-	ST1427	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386835	Klebsiella pneumoniae	strong	96	244844	622483	5493527	no	-	ST280	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386839	Klebsiella pneumoniae	strong	201	59248	342397	5374371	no	-	ST784	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386840	Klebsiella pneumoniae	strong	75	316862	591685	5517664	no	-	ST784	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386847	Klebsiella pneumoniae	strong	111	358561	867142	5476856	no	-	ST323	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386849	Klebsiella pneumoniae	strong	107	253241	807370	5477255	no	-	ST462	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	1	1	-
SRR5386927	Klebsiella pneumoniae	strong	123	139536	341346	5505624	no	-	ST134	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	1	1	-
SRR5386930	Klebsiella pneumoniae	strong	92	338066	509930	5585991	no	-	ST134	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	1	1	-
SRR5386939	Klebsiella pneumoniae	strong	103	161135	358424	5267738	no	-	ST111	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386948	Klebsiella pneumoniae	strong	105	231875	555450	5324512	no	-	ST22	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386956	Klebsiella pneumoniae	strong	117	214609	393770	5393556	no	-	ST1427	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386964	Klebsiella pneumoniae	strong	101	214609	456517	5389419	no	-	ST1427	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5386965	Klebsiella pneumoniae	strong	92	166769	296278	5390639	no	-	ST187	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	2	2	-
SRR5386976	Klebsiella pneumoniae	strong	115	219731	634204	5278887	no	-	ST551	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	2	2	-
SRR5386988	Klebsiella pneumoniae	strong	99	241976	705943	5354214	no	-	ST111	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5387007	Klebsiella pneumoniae	strong	109	308768	550121	5572034	no	-	ST36	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5387010	Klebsiella pneumoniae	strong	104	81781	324658	5298274	no	-	ST551-1LV	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5387170	Klebsiella pneumoniae	strong	308	86243	345740	6068233	no	-	ST2480-2LV	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5387175	Klebsiella pneumoniae	strong	110	125403	376790	5493582	no	-	ST17	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5387193	Klebsiella pneumoniae	strong	71	181464	430256	5288469	no	-	ST29	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5387230	Klebsiella pneumoniae	strong	193	122907	492442	5490127	no	-	ST17	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5387231	Klebsiella pneumoniae	strong	116	211751	536978	5445503	no	-	ST37	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	2	2	-
SRR5387239	Klebsiella pneumoniae	strong	108	203472	436755	5554920	no	-	ST45	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5387248	Klebsiella pneumoniae	strong	80	271673	415310	5262099	no	-	ST36	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	1	1	-
SRR5387259	Klebsiella pneumoniae	strong	186	231718	446848	5516638	no	-	ST628	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5387264	Klebsiella pneumoniae	strong	140	149674	413892	5659120	no	-	ST405	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5387271	Klebsiella pneumoniae	strong	170	187896	374742	5500863	no	-	ST327	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5387275	Klebsiella pneumoniae	strong	108	205057	498006	5536198	no	-	ST45	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5387281	Klebsiella pneumoniae	strong	93	163118	403307	5410906	no	-	ST35	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	2	2	-
SRR5387283	Klebsiella pneumoniae	strong	128	186598	433060	5502337	no	-	ST551	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5387290	Klebsiella pneumoniae	strong	126	183548	375262	5579696	no	-	ST25	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5387300	Klebsiella pneumoniae	strong	126	148487	461507	5625063	no	-	ST45	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5387302	Klebsiella pneumoniae	strong	87	227569	909302	5576671	no	-	ST17	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5387303	Klebsiella pneumoniae	strong	166	188143	374743	5493739	no	-	ST327	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5387304	Klebsiella pneumoniae	strong	123	272991	697563	5198693	no	-	ST17-1LV	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5387307	Klebsiella pneumoniae	strong	111	209692	461284	5550370	no	-	ST45	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5387310	Klebsiella pneumoniae	strong	116	371644	854728	5615065	no	-	ST405	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5387322	Klebsiella pneumoniae	strong	114	214336	564694	5620204	no	-	ST405	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5387328	Klebsiella pneumoniae	strong	80	252267	571419	5260651	no	-	ST36	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	1	1	-
SRR5387334	Klebsiella pneumoniae	strong	133	120880	375687	5627354	no	-	ST45	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5387337	Klebsiella pneumoniae	strong	131	118726	352840	5438187	no	-	ST280	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5387341	Klebsiella pneumoniae	strong	181	195676	639035	5580255	no	-	ST17	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5387362	Klebsiella pneumoniae	strong	77	200228	385123	5524015	no	-	ST17	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	2	2	-
SRR5387364	Klebsiella pneumoniae	strong	65	174944	340220	5350223	no	-	ST76	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	2	2	-
SRR5387389	Klebsiella pneumoniae	strong	124	127807	359770	5611782	no	-	ST45	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5387403	Klebsiella pneumoniae	strong	91	242351	402541	5273341	no	-	ST36	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	1	1	-
SRR5387409	Klebsiella pneumoniae	strong	129	159678	461474	5583631	no	-	ST45	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5387412	Klebsiella pneumoniae	strong	93	377995	643200	5615668	no	-	ST405	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5387415	Klebsiella pneumoniae	strong	79	465022	935601	5413673	no	-	ST1662-1LV	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SRR5387426	Klebsiella pneumoniae	strong	140	178590	480645	5553596	no	-	ST45	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	2	2	-
SRR5387427	Klebsiella pneumoniae	strong	87	175922	441359	5349571	no	-	ST17	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	1	1	-
SAMN07525505	Klebsiella pneumoniae	strong	123	184365	393320	5431444	no	-	ST492	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SAMN07525496	Klebsiella pneumoniae	strong	140	177888	472968	5500235	no	-	ST492	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SAMN07525502	Klebsiella pneumoniae	strong	103	215014	408180	5589795	no	-	ST393	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SAMN07525500	Klebsiella pneumoniae	strong	105	351679	660491	5417826	no	-	ST1662-1LV	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SAMN07525467	Klebsiella pneumoniae	strong	71	485540	841120	5525068	no	-	ST1662-1LV	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SAMN07525466	Klebsiella pneumoniae	strong	143	160112	393319	5507410	no	-	ST492	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	2	2	-
SAMN07525473	Klebsiella pneumoniae	strong	62	373118	870582	5449654	no	-	ST1426	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SAMN07525475	Klebsiella pneumoniae	strong	134	266749	532070	5567881	no	-	ST133	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	1	1	-
SAMN07525474	Klebsiella pneumoniae	strong	60	390204	1041993	5344443	no	-	ST45	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SAMN07525507	Klebsiella pneumoniae	strong	103	330828	702499	5418508	no	-	ST1662-1LV	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SAMN07525510	Klebsiella pneumoniae	strong	131	485664	786437	5464574	no	-	ST1662-1LV	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SAMN07525513	Klebsiella pneumoniae	strong	72	371689	715919	5365556	no	-	ST1662-1LV	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SAMN07525512	Klebsiella pneumoniae	strong	195	106481	336758	5454273	no	-	ST492	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SAMN07525465	Klebsiella pneumoniae	strong	130	313032	1195274	5410548	no	-	ST323	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SAMN07525523	Klebsiella pneumoniae	strong	114	241571	660124	5380649	no	-	ST1017	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SAMN07525517	Klebsiella pneumoniae	strong	87	319096	962150	5492927	no	-	ST45	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	1	1	-
SAMN07525535	Klebsiella pneumoniae	strong	148	153947	384687	5498891	no	-	ST492	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SAMN07525526	Klebsiella pneumoniae	strong	74	301440	656686	5430566	no	-	ST1876	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SAMN07525530	Klebsiella pneumoniae	strong	116	274930	475759	5598446	no	-	ST1373	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SAMN07525541	Klebsiella pneumoniae	strong	87	361936	765244	5355064	no	-	ST2217	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	2	2	-
SAMN07525539	Klebsiella pneumoniae	strong	114	357208	1352899	5548183	no	-	ST45	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SAMN07525536	Klebsiella pneumoniae	strong	126	192441	472969	5494909	no	-	ST492	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SAMN07525544	Klebsiella pneumoniae	strong	61	356922	467285	5237057	no	-	ST29	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SAMN07525545	Klebsiella pneumoniae	strong	65	372141	752442	5439629	no	-	ST5306	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	2	2	-
SAMN07525552	Klebsiella pneumoniae	strong	66	372932	624935	5482253	no	-	ST261	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	1	1	-
SAMN07525547	Klebsiella pneumoniae	strong	158	322386	499384	5610273	no	-	ST45-1LV	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	4	4	-
SAMN07525478	Klebsiella pneumoniae	strong	129	266743	660813	5564897	no	-	ST133	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	1	1	-
SAMN07525481	Klebsiella pneumoniae	strong	136	199488	472968	5503266	no	-	ST492	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	2	2	-
SAMN07525413	Klebsiella pneumoniae	strong	40	459555	1086571	5079619	no	-	ST636	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI	2017	Phoenix	Becton Dickinson		Long	1	1	-
